No;Title;Inventors;Applicants;Publication number;Earliest priority;IPC;CPC;Publication date;Earliest publication;Family number
360;SYSTEMS, METHODS AND APPARATUS FOR SUPERCONDUCTING DEMULTIPLEXER CIRCUITS;"MAIBAUM FELIX [DE] 
BUNYK PAUL I [CA] 
MAHON THOMAS [CA]";"DWAVE SYS INC [CA] 
MAIBAUM FELIX [DE] 
BUNYK PAUL I [CA] 
MAHON THOMAS [CA]";"US2011065586A1 
US8611974B2";2008-06-03;"H01L39/02 
G11C11/44 
G06F13/00 
G06F15/16 
H01L39/10";"B82Y10/00 (EP) 
G06N10/00 (EP) 
H03K17/007 (EP) 
H03K17/92 (EP)";"2011-03-17 
2013-12-17";2009-12-10;041398820
361;SINGLE PHOTON COUNTING IMAGE SENSOR AND METHOD;"ELDESOUKI MUNIR [CA] 
DEEN MOHAMED JAMAL [CA] 
FANG QIYIN [CA]";"ELDESOUKI MUNIR [CA] 
DEEN MOHAMED JAMAL [CA] 
FANG QIYIN [CA] 
KING ABDULAZIZ CITY SCIENCE AND TECHNOLOGY [SA]";"US2012057059A1 
US8716643B2";2010-09-06;"H01L27/00 
H04N5/335";"H01L27/14601 (EP) 
H01L27/14643 (EP) 
H04N5/3535 (EP) 
H04N5/37455 (EP)";"2012-03-08 
2014-05-06";2012-03-08;045770463
362;Extensions for using a digital certificate with multiple cryptosystems;"PECEN MARK [CA] 
BROWN MICHAEL KENNETH [CA] 
TRUSKOVSKY ALEXANDER [CA]";ISARA CORP [CA];US10425401B1;2018-10-31;"H04L29/06 
H04L9/32";"H04L63/0815 (US) 
H04L63/0823 (EP,US) 
H04L63/205 (EP) 
H04L9/0852 (EP) 
H04L9/3247 (EP,US) 
H04L9/3268 (EP,US)";2019-09-24;2019-09-24;067988629
363;EVALUATING SENSOR DATA TO ALLOCATE WORKSPACES TO WORKER ENTITIES BASED ON CONTEXT AND DETERMINED WORKER GOALS;"KALIA ANUP [US] 
HWANG JINHO [US] 
VUKOVIC MAJA [US] 
WELDEMARIAM KOMMINIST [CA]";IBM [US];US2021142259A1;2019-11-07;G06Q10/06;"G06Q10/063112 (EP,US) 
G06Q10/06316 (EP,US)";2021-05-13;2021-05-13;075846692
364;PROTOCOL TO INITIATE COMMUNICATION BETWEEN QUANTUM DEVICES CONFIGURED TO SEND OR RECEIVE QUANTUM OBJECTS;MANTELET GUILLAUME [CA];VOLTIGEUR NETWORKS [CA];WO2021151214A1;2020-01-31;"G06F21/60 
G06N10/00 
H04B10/70 
H04L12/22";"G06F21/606 (EP) 
H04B10/70 (EP) 
H04L63/1475 (EP) 
H04L9/0852 (EP) 
G06N5/04 (EP)";2021-08-05;2021-08-05;077078025
365;SYSTEMS AND METHODS FOR FABRICATING SUPERCONDUCTING INTEGRATED CIRCUITS;"LANTING TREVOR M [CA] 
MARSDEN DANICA W [CA] 
OH BYONG HYOP [US] 
LADIZINSKY ERIC G [US] 
HUANG SHUIYUAN [US] 
YAO J JASON [US] 
STADTLER DOUGLAS P [US]";D WAVE SYSTEMS INC [CA];US2020152851A1;2018-11-13;"G06N10/00 
H01L39/02 
H01L39/22 
H01L39/24";"G06N10/00 (EP,US) 
H01L27/18 (EP) 
H01L39/025 (EP,US) 
H01L39/223 (EP,US) 
H01L39/2406 (EP,US) 
H01L39/2493 (EP,US)";2020-05-14;2020-05-14;070550767
366;METHOD AND SYSTEM FOR MUTLI-MODE INSTRUCTION-LEVEL STREAMING;ISHEBABI HAROLD M [CA];SECODIX CORP [CA];CA2751388A1;2011-09-01;"G06F9/30 
G06F9/46";"G06F15/167 (EP) 
G06F8/41 (EP) 
G06F9/38 (EP)";2013-03-01;2013-03-01;047751921
367;Knowledgeable Machines And Applications;HATAMI-HANZA HAMID [CA];HATAMI HANZA HAMID [CA];US2021073191A1;2007-07-26;"G06F16/22 
G06F16/25 
G06F16/35 
G06F16/36 
G06N5/02";"G06F16/22 (US) 
G06F16/25 (US) 
G06F16/358 (EP,US) 
G06F16/367 (EP,US) 
G06N5/022 (EP,US)";2021-03-11;2021-03-11;074849549
368;SYSTEMS AND METHODS FOR FABRICATING SUPERCONDUCTING INTEGRATED CIRCUITS;"HARRIS RICHARD G [CA] 
RICH CHRISTOPHER B [CA]";D WAVE SYSTEMS INC [CA];WO2021113513A1;2019-12-05;"H01L39/08 
H01L39/12 
H01L39/24";"G06N10/40 (EP) 
H01L27/18 (EP) 
H01L39/025 (EP) 
H01L39/12 (EP) 
H01L39/223 (EP) 
H01L39/24 (EP) 
G06N10/20 (EP) 
G06N10/60 (EP)";2021-06-10;2021-06-10;076222266
369;SYSTEMS AND METHODS FOR EMBEDDING PROBLEMS INTO AN ANALOG PROCESSOR;"KING ANDREW D [CA] 
ISRAEL ROBERT B [CA] 
BUNYK PAUL I [CA] 
BOOTHBY TOMAS J [CA] 
REINHARDT STEVEN P [US] 
ROY AIDAN P [CA] 
KING JAMES A [CA] 
LANTING TREVOR M [CA] 
EVERT ABRAHAM J [CA] 
BOOTHBY KELLY T R [CA]";"D-WAVE SYSTEMS INC [US] 
D WAVE SYSTEMS INC [CA]";"US10789540B2 
US2017300817A1";2016-04-18;"G06N5/02 
G06N99/00 
G06N10/00 
G06N3/12";"G06N10/00 (EP,US) 
G06N20/00 (US) 
G06N3/126 (EP,US)";"2017-10-19 
2020-09-29";2017-10-19;060038929
370;METHOD AND SYSTEM FOR DETERMINING A CONFORMATION OF A MOLECULE USING A HIGH-PERFORMANCE BINARY OPTIMIZER;"NOORI MOSLEM [CA] 
WOODS BRAD [CA] 
MARCHAND DOMINIC [CA]";1QB INF TECH INC [CA];US2020143910A1;2018-11-02;"G06F17/15 
G16C10/00 
G16C20/20 
G16C20/50";"G06F17/15 (US) 
G06N10/00 (EP) 
G16C10/00 (US) 
G16C20/20 (US) 
G16C20/40 (EP) 
G16C20/50 (US) 
G06N5/003 (EP)";2020-05-07;2020-05-02;070457405
371;SYSTEM AND METHOD FOR SEMANTIC PROCESSING OF PERSONALIZED SOCIAL DATA AND GENERATING PROBABILITY MODELS OF PERSONAL CONTEXT TO GENERATE RECOMMENDATIONS IN SEARCHING APPLICATIONS;"LAMOUREUX MICHAEL G [CA] 
BHARADWAJ SUDHAKAR [US]";"BHARADWAJ SUDHAKAR [US] 
LAMOUREUX MICHAEL G [US]";US2014279622A1;2013-03-08;"G06Q10/10 
G06Q50/00";"G06Q10/1053 (EP,US) 
G06Q50/01 (EP,US)";2014-09-18;2014-09-18;051532764
372;METHODS AND SYSTEMS FOR STATE NAVIGATION;HATAMI-HANZA HAMID [CA];HATAMI HANZA HAMID [CA];WO2021012040A1;2019-07-21;"G05D1/02 
G06F16/50 
G06F16/901 
G06K9/62 
G06N5/00 
G06T7/00";"G06K9/6218 (EP) 
G06K9/6271 (EP) 
G06N3/0427 (EP) 
G06N3/084 (EP) 
G06N5/027 (EP) 
G06N5/043 (EP) 
G06V10/82 (EP)";2021-01-28;2021-01-28;074192736
373;INFORMATION EXTRACTION FROM DOCUMENTS;LI JASPER [CA];MOCSY INC [CA];US2020151591A1;2017-01-31;"G06F16/35 
G06F16/93 
G06F40/00 
G06N20/00 
G06N5/04";"G06F16/35 (EP,US) 
G06F16/93 (US) 
G06F40/284 (EP) 
G06N20/00 (US) 
G06N3/08 (US) 
G06N5/04 (US) 
G06N5/046 (US) 
G06N7/005 (EP) 
G06N20/10 (EP) 
G06N3/0445 (EP) 
G06N3/0454 (EP) 
G06N3/088 (EP) 
G06N3/126 (EP)";2020-05-14;2018-08-09;063040288
374;Methods, Apparatuses, Systems and Software for Treatment of a Specimen by Ion-Milling;"BOGUSLAVSKY DIMITRY [IL] 
KOVLER MARK [CA]";"BOGUSLAVSKY DIMITRY [IL] 
KOVLER MARK [CA] 
IB LABS INC [US]";"US2015255248A1 
US9911573B2";2014-03-09;"G01N1/32 
H01J37/305 
C23C16/50 
H01J37/147 
H01J37/20";"G01N1/32 (EP,US) 
H01J37/147 (EP,US) 
H01J37/20 (EP,US) 
H01J37/3056 (EP,US) 
H01J2237/0245 (EP,US) 
H01J2237/0827 (EP,US) 
H01J2237/1505 (EP,US) 
H01J2237/31745 (EP,US) 
H01J2237/31749 (EP,US)";"2015-09-10 
2018-03-06";2015-09-10;054018047
375;SAMPLING FROM A SET OF SPINS WITH CLAMPING;"HAMZE FIRAS [CA] 
KING JAMES [CA] 
ANDRIYASH EVGENY [CA] 
MCGEOCH CATHERINE [US] 
RAYMOND JACK [CA] 
ROLFE JASON [CA] 
MACREADY WILLIAM G [CA] 
LOTT AARON [US] 
THOM MURRAY C [CA]";"DWAVE SYS INC [US] 
D-WAVE SYSTEMS INC [CA]";"US2015269124A1 
US9588940B2";2013-12-05;"G06F17/18 
G06F15/18 
G06N99/00";"G06F17/18 (US) 
G06N10/00 (EP,US) 
G06N20/00 (US)";"2015-09-24 
2017-03-07";2015-09-24;054142271
376;DATABASE SNAPSHOT FOR MANAGING STATE SYNCHRONIZATION;"HALDAR KAUSTAV [CA] 
RUEGER ERIK [DE]";"IBM [US] 
IBM DEUTSCHLAND [DE]";WO2021074719A1;2019-10-16;G06F21/64;"G06F11/1448 (US) 
G06F16/128 (US) 
G06F16/178 (US) 
G06F16/1834 (US) 
G06F21/64 (EP) 
H04L9/0637 (US) 
G06F2221/2101 (EP) 
H04L9/50 (US)";2021-04-22;2021-04-22;072744818
377;DISCRETE VARIATIONAL AUTO-ENCODER SYSTEMS AND METHODS FOR MACHINE LEARNING USING ADIABATIC QUANTUM COMPUTERS;ROLFE JASON [CA];D-WAVE SYSTEMS INC [CA];WO2017031356A1;2015-08-19;G06N99/00;"G06N10/00 (EP,US) 
G06N3/0445 (EP,US) 
G06N3/0454 (EP,US) 
G06N3/0472 (EP,US) 
G06N3/08 (EP,US) 
G06N3/084 (US) 
G06N3/086 (US) 
G06N3/088 (US)";2017-02-23;2017-02-23;058050832
378;SYSTEMS AND METHODS FOR ADDRESSING DEVICES IN A SUPERCONDUCTING CIRCUIT;"SWENSON LOREN J [US] 
STERLING GEORGE E G [CA] 
RICH CHRISTOPHER B [CA]";D WAVE SYSTEMS INC [CA];US2021057631A1;2019-08-19;"G11C11/44 
H01L27/18 
H01L39/02 
H01L39/22 
H03K17/92 
H03K3/38";"G11C11/44 (EP,US) 
G11C8/00 (EP) 
H01L27/18 (US) 
H01L39/025 (US) 
H01L39/223 (US) 
H03K17/92 (EP,US) 
H03K3/38 (EP,US) 
G11C8/10 (EP)";2021-02-25;2021-02-25;074645497
379;SYSTEMS AND METHODS FOR ADDRESSING DEVICES IN A SUPERCONDUCTING CIRCUIT;"SWENSON LOREN J [US] 
HOSKINSON EMILE M [CA] 
VOLKMANN MARK H [CA] 
BERKLEY ANDREW J [CA] 
STERLING GEORGE E G [CA] 
WHITTAKER JED D [CA]";D WAVE SYSTEMS INC [CA];US2021190885A1;2018-05-16;"G01R33/035 
G06N10/00 
H01L39/22";"G01R33/0094 (EP) 
G01R33/0354 (EP,US) 
G06N10/00 (EP,US) 
H01L39/223 (EP,US) 
G06N5/003 (EP)";2021-06-24;2019-12-05;068694649
380;SYSTEMS AND METHODS FOR ADDRESSING DEVICES IN A SUPERCONDUCTING CIRCUIT;"SWENSON LOREN J [US] 
HOSKINSON EMILE M [CA] 
VOLKMANN MARK H [CA] 
BERKLEY ANDREW J [CA] 
STERLING GEORGE E G [CA] 
WHITTAKER JED D [CA]";D WAVE SYSTEMS INC [CA];WO2019222514A1;2018-05-16;"H01P5/08 
H01P7/10";"G06N10/00 (EP) 
H01P7/082 (EP)";2019-11-21;2019-11-21;068540735
381;MATERIAL, SYSTEM AND METHOD MAKING USE OF PLASMON RESONANCE;RADOVANOVIC PAVLE [CA];RADOVANOVIC PAVLE [CA];WO2019014773A1;2017-07-20;"B82Y20/00 
C09K9/00 
C30B33/04 
G02B1/02 
H01L29/15 
H01L43/10";"B82Y40/00 (EP) 
G02B1/002 (US) 
G02B5/008 (EP,US) 
G02B6/1226 (US) 
H01L43/10 (EP,US) 
B82Y20/00 (EP,US) 
B82Y30/00 (US) 
B82Y40/00 (US) 
G02B1/002 (EP) 
G02B6/1226 (EP) 
H01F1/0045 (EP)";2019-01-24;2019-01-24;065014943
382;SYSTEMS AND METHODS FOR MACHINE LEARNING;"MACREADY WILLIAM G [CA] 
HAMZE FIRAS [CA] 
CHUDAK FABIAN A [CA] 
RANJBAR MANI [CA] 
RAYMOND JACK R [CA] 
ROLFE JASON T [CA]";"D-WAVE SYSTEMS INC [CA] 
D WAVE SYSTEMS INC [CA]";"US10817796B2 
US2017255871A1";2016-03-07;"G06F17/16 
G06F17/18 
G06F17/50 
G06N99/00 
G06N7/00 
G06K9/62 
G06N10/00 
G06N20/00 
G06F111/10";"G06K9/6277 (EP,US) 
G06N10/00 (EP,US) 
G06N20/00 (EP,US) 
G06N7/005 (EP,US) 
G06F2111/10 (US)";"2017-09-07 
2020-10-27";2017-09-07;059724205
383;Association strengths and value significances of ontological subjects of networks and compositions;HATAMI-HANZA HAMID [CA];"HATAMI-HANZA HAMID [CA] 
HAMID HATAMI-HANZA [CA]";"US2015142820A1 
US9842129B2";2008-07-24;"G06F17/30 
G06N5/02 
H04L29/08 
G06F17/00 
G06N5/04";"G06F16/2228 (EP,US) 
G06F16/278 (EP,US) 
G06F16/367 (EP,US) 
G06N5/02 (US) 
G06N5/048 (EP,US) 
H04L67/10 (US) 
H04L69/329 (EP,US)";"2015-05-21 
2017-12-12";2011-05-10;043974960
384;COMPUTER-IMPLEMENTED METHOD OF SOLVING A HAMILTONIAN;"BAKER THOMAS E [CA] 
PREMONT-FOLEY ALEXANDRE [CA] 
PAOLO AGUSTIN DI [CA] 
SENECHAL DAVID [CA]";SOCPRA SCIENCES ET GENIE SEC [CA];WO2021108902A1;2019-12-03;"G06F17/11 
G06F17/16";"G06F17/11 (EP) 
G06F17/16 (EP) 
G06N10/20 (EP)";2021-06-10;2021-06-10;076221313
385;METHODS AND SYSTEMS FOR MULTI-LABEL CLASSIFICATION OF TEXT DATA;"MEZAOUI HICHEM [CA] 
GONTCHAROV ALEKSANDR [CA] 
GUNASEKARA ISURU [CA] 
PILON ALEXANDER LUC [CA] 
WAN QIANHUI [CA]";IMRSV DATA LABS INC [CA];CA3085033A1;2019-07-30;"G06F40/279 
G06N3/04";"G06F16/35 (EP) 
G06F40/20 (US) 
G06N20/20 (EP,US) 
G06N3/04 (EP,US) 
G06N3/082 (EP) 
G06N5/003 (EP,US) 
G06F40/20 (EP)";2021-01-30;2021-01-30;074222151
386;Association strengths and value significances of ontological subjects of networks and compositions;HATAMI-HANZA HAMID [CA];HATAMI HANZA HAMID [CA];"US10885073B2 
US2018068011A1";2007-07-26;"G06Q10/10 
G06F16/31";"G06F16/31 (EP,US) 
G06Q10/10 (EP,US)";"2018-03-08 
2021-01-05";2009-01-26;040296273
387;SYSTEMS, METHODS, AND APPARATUS FOR CRYOGENIC REFRIGERATION;"BLACK RANDALL C [US] 
HILTON JEREMY P [CA] 
ROSE GEORDIE [CA] 
PETROFF JACOB CRAIG [CA] 
UCHAYKIN SERGEY V [CA]";"DWAVE SYS INC [CA] 
HILTON JEREMY P [CA] 
ROSE GEORDIE [CA]";"US2010281885A1 
US8464542B2";2007-12-28;"F25B19/00 
F25B41/00 
F25B9/00 
F17C11/00";"F25B9/10 (EP,US) 
F25B9/12 (EP,US) 
G06F1/20 (EP,US) 
H01L39/02 (US) 
H05K7/20372 (EP,US) 
G06F2200/201 (EP,US)";"2010-11-11 
2013-06-18";2009-07-09;040825083
388;DETERMINING THE DISPLAY ORDER OF DATA ITEMS AT A COMPUTING DEVICE BASED ON CONTEXTUAL DATA CAPTURED BY SENSOR DEVICES;"KHANNA PARTH [CA] 
DIAMOND NICK [CA] 
ERRAMILLI KUMAR KARTHIK [CA]";"KHANNA PARTH [CA] 
DIAMOND NICK [CA] 
ERRAMILLI KUMAR KARTHIK [CA] 
ACTO TECH INC [CA]";"US10496719B2 
US2017262509A1";2016-03-09;"G06F17/30 
G06F16/9535";G06F16/9535 (EP,US);"2017-09-14 
2019-12-03";2017-09-14;059787895
389;Methods, Apparatuses, Systems and Software for Treatment of a Specimen By Ion-Milling;"BOGUSLAVSKY DIMITRY [IL] 
KOVLER MARK [CA]";"BOGUSLAVSKY DIMITRY [IL] 
KOVLER MARK [CA] 
IB LABS INC [US]";"US10354836B2 
US2018174798A1";2014-03-09;"G01N1/32 
H01J37/147 
H01J37/20 
H01J37/305 
G01N1/28";"G01N1/286 (EP,US) 
G01N1/32 (US) 
H01J37/147 (US) 
H01J37/20 (EP,US) 
H01J37/3056 (EP,US) 
G01N2001/2873 (EP,US) 
H01J2237/0827 (US) 
H01J2237/1505 (US) 
H01J2237/20207 (EP,US) 
H01J2237/20214 (EP,US) 
H01J2237/3109 (EP,US) 
H01J2237/3114 (EP,US) 
H01J2237/3118 (EP,US) 
H01J2237/31745 (US) 
H01J2237/31749 (US)";"2018-06-21 
2019-07-16";2018-06-21;062562615
390;DIGITAL ANTHROPOLOGY AND ETHNOGRAPHY SYSTEM;"INGRAM JAMES A [US] 
LAGARDE BENOIT [US] 
GUNTHER PETER [US] 
KEEBER JASON [US] 
WALSHAM THOMAS [CA] 
VARGA JAMES [CA] 
ZUCKER JOSH [CA] 
DODSON RICHARD C [GB] 
WASHBURNE THEODORE POMEROY [US]";SPLASHLIGHT HOLDING LLC [US];US2022114616A1;2019-05-02;G06Q30/02;"G06N20/20 (EP) 
G06Q30/0201 (EP) 
G06Q30/0205 (US) 
G06Q30/0251 (EP,US) 
G06Q30/0276 (US) 
G06V20/30 (EP) 
G06N20/10 (EP) 
G06N3/0454 (EP) 
G06N5/003 (EP) 
G06N7/005 (EP) 
G06V2201/10 (EP)";2022-04-14;2020-11-05;073029400
391;A SYSTEM AND METHOD FOR QUANTUM-SAFE AUTHENTICATION, ENCRYPTION AND DECRYPTION OF INFORMATION;"FRITH RAILTON [GB] 
NEWTON OLIVIER FRANCOIS ROUSSY [CA] 
DEONARINE ANDREW [CA] 
NEWTON NICOLAS ALEXANDRE ROUSSY [CA]";"FRITH RAILTON [GB] 
NOVUS PARADIGM TECH CORPORATION [CA]";WO2019069103A1;2017-10-06;H04L9/08;"H04L9/0819 (EP) 
H04L9/0825 (US) 
H04L9/0858 (US) 
H04L9/0869 (US)";2019-04-11;2019-04-11;064267849
392;PROCESSING RELATIONAL DATABASE PROBLEMS USING ANALOG PROCESSORS;"MACREADY WILLIAM G [CA] 
COURY MICHAEL D [CA] 
SHAM IVAN KING YU [CA]";DWAVE SYS INC [CA];"US2008116449A1 
US7870087B2";2006-11-02;"H01L39/22 
G06F15/00 
G06F15/18";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US)";"2008-05-22 
2011-01-11";2008-05-22;039416035
393;SYSTEMS AND METHODS FOR USE OF A MAXIMALLY SENSITIVE SET OF STATES TO IDENTIFY COHERENT ERRORS IN A QUANTUM SYSTEM;GOTTESMAN DANIEL [CA];QUANTUM BENCHMARK INC [CA];US2021264310A1;2020-02-18;"G06F17/18 
G06N10/00 
H03K19/20";"G06F17/18 (US) 
G06N10/00 (US) 
G06N10/20 (EP) 
G06N10/70 (EP) 
H03K19/20 (EP,US)";2021-08-26;2021-08-26;077366246
394;NEURAL LINKS/ARTIFICIAL INTELLIGENCE/COMPUTER-ROBOTICS/AUTOMATION/MIND CONTROL OVER ANY AND ALL THINGS;VOON GERARD [CA];VOON GERARD G V [CA];CA2625795A1;2008-04-25;"G06N3/02 
G99Z99/00";G06N3/004 (EP);2009-10-25;2009-10-25;041255920
395;DISCRETE VARIATIONAL AUTO-ENCODER SYSTEMS AND METHODS FOR MACHINE LEARNING USING ADIABATIC QUANTUM COMPUTERS;"ROLFE JASON [CA] 
MACREADY WILLIAM G [CA] 
BIAN ZHENGBING [CA] 
CHUDAK FABIAN A [CA]";D WAVE SYSTEMS INC [CA];"US11042811B2 
US2018101784A1";2016-10-05;"G06F15/18 
G06N99/00 
G06F15/80 
G06K9/00 
G06N3/04 
G06K9/62 
G06N10/00 
G06N20/00 
G06N20/10 
G06N3/08 
G06N7/00";"G06F15/80 (US) 
G06K9/6256 (EP,US) 
G06N10/00 (EP,US) 
G06N20/00 (US) 
G06N20/10 (EP,US) 
G06N3/0454 (EP,US) 
G06N3/0472 (EP,US) 
G06N3/084 (EP,US) 
G06N3/088 (EP,US) 
G06V10/955 (EP,US) 
G06N7/005 (EP,US)";"2018-04-12 
2021-06-22";2018-04-12;061829020
396;MAGNETICALLY BISTABLE COMPLEXES AND DEVICES AND METHODS OF MAKING AND USING THE SAME;"FRANK NATIA L [CA] 
PLAUL DANIEL [DE] 
PAQUETTE MICHELLE M [US] 
KURIMOTO AIKO [CA]";UVIC IND PARTNERSHIPS INC [CA];WO2017015765A1;2015-07-29;"B82Y10/00 
C07F15/04 
C07F15/06 
C09K9/02";"B82Y10/00 (EP,US) 
C07F15/065 (EP,US) 
C07F19/00 (EP,US) 
C09K9/02 (EP,US) 
G11C11/161 (US) 
G11C13/047 (US) 
H01L43/12 (US) 
H01L45/1253 (US) 
C09K2211/1007 (EP,US) 
C09K2211/1029 (EP,US) 
C09K2211/1033 (EP,US) 
C09K2211/1044 (EP,US) 
C09K2211/187 (EP,US)";2017-02-02;2017-02-02;057883845
397;Ontological Subjects Of A Universe And Knowledge Processing Thereof;HATAMI-HANZA HAMID [CA];"HATAMI-HANZA HAMID [CA] 
HAMID HATAMI-HANZA [CA]";"US2015169746A1 
US9679030B2";2007-07-26;"G06F17/30 
G06N5/02";"G06F16/22 (EP,US) 
G06F16/25 (EP,US) 
G06F16/358 (EP,US) 
G06F16/367 (EP,US) 
G06N5/022 (US)";"2015-06-18 
2017-06-13";2010-03-04;041726862
398;SYSTEMS, ARTICLES, AND METHODS FOR GESTURE IDENTIFICATION IN WEARABLE ELECTROMYOGRAPHY DEVICES;"ATAEE PEDRAM [CA] 
ALEEM IDRIS S [CA] 
BAILEY MATTHEW [CA]";THALMIC LABS INC [CA];"US2015109202A1 
US9389694B2";2013-10-22;"G06F3/01 
A61B5/00 
A61B5/0488";"A61B5/389 (EP,US) 
A61B5/681 (EP,US) 
A61B5/7267 (EP,US) 
G06F3/014 (EP) 
G06F3/015 (EP) 
G06F3/017 (EP,US) 
A61B2562/063 (EP,US) 
G16H50/70 (EP)";"2015-04-23 
2016-07-12";2015-04-23;052825727
399;SYSTEMS AND METHODS FOR QUANTUM PROCESSOR TOPOLOGY;"BOOTHBY TOMAS J [CA] 
BUNYK PAUL I [CA]";"D-WAVE SYSTEMS INC [CA] 
BOOTHBY TOMAS J [CA]";WO2017214331A1;2016-06-07;"G06N99/00 
B82Y10/00";"G06F15/80 (KR,US) 
G06N10/00 (EP,KR,US) 
B82Y10/00 (EP,KR,US)";2017-12-14;2017-12-14;060578111
400;MODELS, METHODS, TECHNIQUES TO MAKE THINGS WORK BETTER, AND AUTOMATING THESE OPERATIONS (M&T);VOON GERARD [CA];VOON GERARD [CA];CA2636886A1;2008-08-25;"G06F19/00 
G06N20/00 
G06N3/02 
G16Z99/00 
G99Z99/00";G06Q99/00 (EP);2010-02-25;2010-02-25;041722607
401;METHODS, SYSTEMS AND APPARATUS FOR SORTING AND PROCESSING ANALYTES;"MARKS RANDALL [US] 
LUSCHER MARK [CA] 
LAO EDWARD [US] 
MYERS JOHN PATRICK [US] 
CARTER JOSEPH [US] 
CHIOU JEFF [US] 
DE MARTINI MICHAEL [US] 
ANCHETA CRISPULO M [US] 
RODGERS EDWARD G [US] 
HUMPHREYS DANIEL [US] 
QI DANIEL [US]";MICROBIX BIOSYSTEMS INC [CA];WO2016142785A1;2015-03-10;"G01N15/10 
G01N21/00 
G01N21/21 
G01N21/49 
G01N21/59 
G01N21/64";"G01N15/1404 (EP,US) 
G01N15/1425 (EP,US) 
G01N15/1434 (EP,US) 
G01N15/1436 (US) 
G01N15/1459 (EP,US) 
G01N2015/0065 (US) 
G01N2015/1006 (EP,US) 
G01N2015/1413 (EP,US) 
G01N2015/1452 (EP,US) 
G01N2015/149 (EP,US)";2016-09-15;2016-09-15;056880224
402;Integrating optimization directly into databases;"MACREADY WILLIAM [CA] 
TANG KAI FAN [CA] 
COURY MICHAEL DAVID [CA] 
SHAM IVAN KING YU [CA]";;US2009077001A1;2006-11-02;"G06F17/30 
G06F7/06 
G06N5/02 
G06N7/08";"G06F16/2452 (EP) 
G06N5/02 (EP)";2009-03-19;2009-03-19;040455635
403;TANGIBLE (UPSTREAM VERTICAL CHAIN) NEW TECHNOLOGIES BASED ON NEW DESIGNS AND NEW COMPOSITIONS THAT INCREASE PEOPLE'S QUALITY OF LIFE RELEVANT TO MY COMPANIES 'LINES' OF BUSINESS;VOON GERARD [CA];VOON GERARD [CA];CA2642458A1;2008-11-28;"G06N20/00 
G06N3/02 
G06Q10/06 
G99Z99/00";G06N3/004 (EP);2010-05-28;2010-05-28;042211975
404;APPARATUS AND METHOD FOR REAL TIME GRAPHICS PROCESSING USING LOCAL AND CLOUD-BASED GRAPHICS PROCESSING RESOURCES;"IYER RAVISHANKAR [CA] 
PANNEER SELVAKUMAR [CA] 
MARSHALL CARL S [US] 
FEIT JOHN [US] 
GOKULRANGAN VENKAT R [US] 
IYER RAVISHANKAR [US] 
PANNEER SELVAKUMAR [US]";"INEL CORP [US] 
INTEL CORP [US]";"US11127107B2 
US2021097641A1";2019-09-30;"G06F9/48 
G06F9/50 
G06T1/20 
A63F13/358";"A63F13/25 (EP) 
A63F13/355 (EP) 
A63F13/60 (EP) 
G06F15/7807 (KR) 
G06F15/8007 (KR) 
G06F9/3009 (KR) 
G06F9/3851 (KR) 
G06F9/45504 (KR) 
G06F9/45558 (KR) 
G06F9/4806 (US) 
G06F9/4881 (KR) 
G06F9/5027 (US) 
G06F9/5072 (EP) 
G06N20/00 (KR) 
G06T1/20 (EP,US) 
A63F13/358 (US) 
A63F2300/534 (US) 
G06F2009/4557 (KR) 
G06F2009/45595 (KR) 
G06F2209/5017 (EP) 
G06F2209/5018 (EP) 
G06F2209/509 (EP)";"2021-04-01 
2021-09-21";2021-04-01;074872779
405;ARTIFICIAL INTELLIGENCE ENGINE INCENTING MERCHANT TRANSACTION WITH CONSUMER AFFINITY;"TIETZEN TERRANCE PATRICK [CA] 
BATES MATTHEW ARNOLD MACPHERSON [CA]";EDATANETWORKS INC [CA];CA2998274A1;2017-03-17;"G06N3/02 
G06Q30/02";"G06N20/00 (EP) 
G06N3/08 (US) 
G06Q30/0254 (EP,US) 
G06Q30/0261 (EP,US) 
G06Q30/0269 (EP,US)";2018-09-17;2018-09-17;063580092
